Identifier Recorder initialized, 2018-04-03#06.43.38PM
        
        
    original_test50.xml    SCRUBBING FILE:
Consultation
    REGEX:ADDRESS8    .4 .
Clear
    REGEX:ADDRESS8    .8 .
Her
    REGEX:ADDRESS8    .8 .
Her
    REGEX:ADDRESS8    132 .
Dilantin
    REGEX:ADDRESS8    .7 .
SMA
    REGEX:ADDRESS8    .1 .
By
    REGEX:ADDRESS8    196 .
The
    REGEX:ADDRESS8    .2 .
The
    REGEX:ADDRESS8    >/93 .
COMPLICATIONS
    REGEX:ADDRESS8    /70 .
Heart
    REGEX:ADDRESS8    86 .
Oxygen
    REGEX:ADDRESS8    63 .
White
    REGEX:ADDRESS8    12 .
The
    REGEX:ADDRESS8    >/96 .
MEDICATIONS
    REGEX:ADDRESS8    48 .
The
    REGEX:ADDRESS8    .4 .
The
    REGEX:ADDRESS8    .1 .
HOSPITAL
    REGEX:ADDRESS8    >/96 .
DICTATING
    REGEX:ADDRESS8    :30 .
Code
    REGEX:ADDRESS8    2 .
An
    REGEX:ADDRESS8    128 .
Hematocrit
    REGEX:ADDRESS8    .6 .
WBC
    REGEX:ADDRESS8    >/95 .
He
    REGEX:ADDRESS8    >/95 .
He
    REGEX:ADDRESS8    ,961 .
The
    REGEX:ADDRESS8    10 .
He
    REGEX:ADDRESS8    /63 .
Lungs
    REGEX:ADDRESS8    ,230 .
On
    REGEX:ADDRESS8    >/95 .
The
    REGEX:ADDRESS8    .6 .
IMPRESSION
    REGEX:ADDRESS8    .8 .
She
    REGEX:ADDRESS8    >/98 .
She
    REGEX:ADDRESS8    8 .
Her
    REGEX:ADDRESS8    1 .
The
    REGEX:ADDRESS8    .9 .
Endocrine
    REGEX:ADDRESS8    48 .
He
    REGEX:ADDRESS8    1 .
He
    REGEX:ADDRESS8    31 .
Has
    REGEX:ADDRESS8    >/04 .
Also
    REGEX:ADDRESS8    250 .
DISCHARGE
    REGEX:ADDRESS8    96 .
White
    REGEX:ADDRESS8    141 .
Potassium
    REGEX:ADDRESS8    .2 .
Platelet
    REGEX:ADDRESS8    ,000 .
ALT
    REGEX:ADDRESS8    52 .
AST
    REGEX:ADDRESS8    65 .
Chest
    REGEX:ADDRESS8    85 .
HOSPITAL
    REGEX:ADDRESS8    .6 .
TSH
    REGEX:ADDRESS8    234 .
His
    REGEX:ADDRESS8    .8 .
Chest
    REGEX:ADDRESS8    -90 .
HOSPITAL
    REGEX:ADDRESS8    >/90 .
The
    REGEX:ADDRESS8    >/89 .
Since
    REGEX:ADDRESS8    >/90 .
She
    REGEX:ADDRESS8    >/94 .
Aboutprior
    REGEX:ADDRESS8    >/92 .
7
    REGEX:ADDRESS8    28 .
Magnesium
    REGEX:ADDRESS8    .7 .
Chest
    REGEX:ADDRESS8    >/94 .
He
    REGEX:ADDRESS8    .5 .
The
    REGEX:ADDRESS8    .5 .
He
    REGEX:ADDRESS8    >-90 .
The
    REGEX:ADDRESS8    1080 .
The
    REGEX:ADDRESS8    13 .
He
    REGEX:ADDRESS8    /88 .
Heart
    REGEX:ADDRESS8    90 .
Lungs
    REGEX:ADDRESS8    179 .
Microscopic
    REGEX:ADDRESS8    >/95 .
This
    REGEX:ADDRESS8    >/96 .
She
    REGEX:ADDRESS8    20 .
Attending
    REGEX:ADDRESS8    .4 .
over
    REGEX:ADDRESS8    88 .
EXTREMITIES
    REGEX:ADDRESS8    88 .
Urinalysis
    REGEX:ADDRESS8    .1 .
The
    REGEX:ADDRESS8    50 .
The
    REGEX:ADDRESS8    .1 .
AST
    REGEX:ADDRESS8    .8 .
Coagulation
    REGEX:ADDRESS8    .5 .
The
    REGEX:ADDRESS8    >-94 .
OTHER
    REGEX:ADDRESS8    >-94 .
HISTORY
    REGEX:ADDRESS8    8 .
Ciprofloxacin
    REGEX:ADDRESS8    99 .
Blood
    REGEX:ADDRESS8    /66 .
Oxygen
    REGEX:ADDRESS8    .7 .
Her
    REGEX:ADDRESS8    59 .
Hemoglobin
    REGEX:ADDRESS8    ,0000 .
A
    REGEX:ADDRESS8    87 .
Neck
    REGEX:ADDRESS8    14 .
HOSPITAL
    REGEX:ADDRESS8    >/90 .
DISCHARGE
    REGEX:ADDRESS8    20 .
The
    REGEX:ADDRESS8    .2 .
The
    REGEX:ADDRESS8    .2 .
On
    REGEX:ADDRESS8    .6 .
The
    REGEX:ADDRESS8    >/88 .
status
    REGEX:ADDRESS8    >/92 .
Hernia
    REGEX:ADDRESS8    >/88 .
Hydronephrosis
    REGEX:ADDRESS8    >/90 .
Chronic
    REGEX:ADDRESS8    7 .
Spinal
    REGEX:ADDRESS8    ,000 .
DICTATING
    REGEX:ADDRESS8    ,000 .
PT
    REGEX:ADDRESS8    26 .
HOSPITAL
    REGEX:ADDRESS8    >/95 .
Briefly
    REGEX:ADDRESS8    .39 .
A
    REGEX:ADDRESS8    ,000 .
Postoperative
    REGEX:ADDRESS8    >/96 .
THER
    REGEX:ADDRESS8    1 .
His
    REGEX:ADDRESS8    /80 .
General
    REGEX:ADDRESS8    80 .
His
    REGEX:ADDRESS8    .3 .
The
    REGEX:ADDRESS8    >/97 .
An
    REGEX:ADDRESS8    >-90 .
At
    REGEX:ADDRESS8    20 .
The
    REGEX:ADDRESS8    .1 .
Her
    REGEX:ADDRESS8    -16 .
With
    REGEX:ADDRESS8    .2 .
She
    REGEX:ADDRESS8    .1 .
All
    REGEX:ADDRESS8    ,000 .
The
    REGEX:ADDRESS8    243 .
Cholesterol
    REGEX:ADDRESS8    23 .
The
    REGEX:ADDRESS8    /40 .
He
    REGEX:ADDRESS8    >-92 .
DISPOSITION
    REGEX:ADDRESS8    >/91 .
The
    REGEX:ADDRESS8    137 .
The
    REGEX:ADDRESS8    >/97 .
The
    REGEX:ADDRESS8    52 .
Her
    REGEX:ADDRESS8    .9 .
The
    REGEX:ADDRESS8    9 .
postoperatively
    REGEX:ADDRESS8    33 .
The
    REGEX:ADDRESS8    387 .
Consequently
    REGEX:ADDRESS8    16 .
Furthermore
    REGEX:ADDRESS8    >/94 .
Note
    REGEX:ADDRESS8    >/94 .
This
    REGEX:ADDRESS8    >/94 .
Hospital
    REGEX:ADDRESS8    80 .
There
    REGEX:ADDRESS8    100 .
He
    REGEX:ADDRESS8    .6 .
Patient
    REGEX:ADDRESS8    >/96 .
PAST
    REGEX:ADDRESS8    .8 .
The
    REGEX:ADDRESS8    36 .
Her
    REGEX:ADDRESS8    .5 .
Electrocardiogram
    REGEX:ADDRESS8    26 .
He
    REGEX:ADDRESS8    34 .
DISPOSITION
    REGEX:ADDRESS8    >/98 .
Mr
    REGEX:ADDRESS8    3 .
Sensory
    REGEX:ADDRESS8    ,188 .
HOSPITAL
    REGEX:ADDRESS8    ,000 .
66
    REGEX:ADDRESS8    1056 .
Sodium
    REGEX:ADDRESS8    .7 .
The
    REGEX:ADDRESS8    88 .
His
    REGEX:ADDRESS8    .2 .
His
    REGEX:ADDRESS8    .1 .
Glucose
    REGEX:ADDRESS8    97 .
His
    REGEX:ADDRESS8    222 .
His
    REGEX:ADDRESS8    /12 .
Coronary
    REGEX:ADDRESS8    >/91 .
The
    REGEX:ADDRESS8    .5 .
After
    REGEX:ADDRESS8    39 .
He
    REGEX:ADDRESS8    40 .
PAST
    REGEX:ADDRESS8    >-91 .
Ultrasound
    REGEX:ADDRESS8    17 .
He
    REGEX:ADDRESS8    ,000 .
His
    REGEX:ADDRESS8    .9 .
Urinalysis
    REGEX:ADDRESS8    >-91 .
The
    REGEX:ADDRESS8    >-91 .
The
    REGEX:ADDRESS8    .9 .
Electrolytes
    REGEX:ADDRESS8    .8 .
GENERAL
    REGEX:ADDRESS8    .6 .
The
    REGEX:ADDRESS8    110 .
The
    REGEX:ADDRESS8    .4 .
1
    REGEX:ADDRESS8    252 .
Chest
    REGEX:ADDRESS8    >/94 .
Gastrojejunostomy
    REGEX:ADDRESS8    >/94 .
The
    REGEX:ADDRESS8    3 .
Cranial
    REGEX:ADDRESS8    ,000 .
PT
    REGEX:ADDRESS8    .9 .
KUB
    REGEX:ADDRESS8    16 .
O2
    REGEX:ADDRESS8    .7 .
Urinalysis
    REGEX:ADDRESS8    .8 .
The
    REGEX:ADDRESS8    18 .
SKIN
    REGEX:ADDRESS8    452 .
HOSPITAL
    REGEX:ADDRESS8    3 .
O
    REGEX:POBOX    . x.
8
    REGEX:ROOM    room air 92
    REGEX:ROOM    room on <PHI TYPE="DATEPHI>/90
    REGEX:ROOM    ROOM ON <PHI TYPE="DATEPHI>/01
    REGEX:ROOM    room on <PHI TYPE="DATEPHI>/02
    REGEX:ROOM    room , vitals were temperature 96.
    REGEX:ROOM    room air , 99
    REGEX:ROOM    room the patient had a hematocrit of 29.
    REGEX:ROOM    Room , he was found to be in atrial fibrillation with a rate of 120
    REGEX:ROOM    Room on <PHI TYPE="DATEPHI> ,, where she underwent resection and repair of chronic aortic dissection and reconstruction of the super coronary tube graft Hemashield # 28
    REGEX:ROOM    room by Dr. <PHI TYPE="DOCTOR">Suot N. Dragtente</PHI> on <PHI TYPE="DATE">02-
    REGEX:ROOM    room on the evening of <PHI TYPE="DATEPHI>/00
    REGEX:ROOM    room on <PHI TYPE="DATEPHI>/00
    REGEX:ROOM    room on <PHI TYPE="DATEPHI>/99
    REGEX:ROOM    Room with 400
    REGEX:ROOM    room air was 92
    REGEX:ROOM    room on the first hospital day , being <PHI TYPE="DATEPHI>/90
    REGEX:ROOM    room air O2
    REGEX:ROOM    room as well as 2
    REGEX:ROOM    room on <PHI TYPE="DATEPHI>/98
    REGEX:ROOM    room air sitting upright PO2
    REGEX:ROOM    room and the implant was loaded with 55
    REGEX:ROOM    room air , 82.
    REGEX:ROOM    room to the floor and was transfused two units of packed red blood cells to bring up her hematocrit to approximatelysat was 94
    REGEX:ROOM    Room on <PHI TYPE="DATE">2-
    REGEX:ROOM    room air , and weight was 73.
    REGEX:ROOM    room on <PHI TYPE="DATE">8-
    Institutions    Memorial
    Institutions    stable
    Institutions    ray
    Institutions    Memorial
    Institutions    seen
    Institutions    ray
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    PrivateDictionary    University
    Institutions    stable
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    Right
    Institutions    levels
    Institutions    ray
    Institutions    right
    Institutions    right
    Institutions    mass
    Institutions    p.o.
    Institutions    right
    Institutions    home
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    Home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    Stable
    Institutions    right
    Names    Grant
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    stable
    Institutions    rule
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Names    ADA
    Institutions    levels
    Names    ADA
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    mass
    Institutions    Stable
    Names    Grant
    Names    GRANT
    Institutions    first
    Institutions    wedge
    Institutions    PO
    Institutions    stable
    Institutions    first
    Names    Grant
    Institutions    ray
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    home
    Names    Grant
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    first
    Institutions    home
    Institutions    first
    Institutions    right
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    List
    Institutions    fraction
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    ray
    Institutions    ray
    Institutions    levels
    Institutions    ray
    Institutions    po
    Institutions    po
    Institutions    fraction
    Institutions    right
    Institutions    fraction
    Institutions    first
    Institutions    right
    Institutions    right
    Names    Grant
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    first
    Institutions    less
    Institutions    RAY
    Institutions    right
    Names    Jude
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    para
    Institutions    seen
    Institutions    right
    Institutions    right
    Institutions    seen
    Institutions    seen
    Institutions    right
    Institutions    right
    Institutions    Ray
    Institutions    right
    Institutions    right
    Names    Bruce
    Institutions    home
    Institutions    stable
    Institutions    shock
    Institutions    right
    Institutions    ray
    Institutions    right
    Institutions    mass
    Institutions    first
    Institutions    home
    Institutions    stable
    Institutions    SHOCK
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    po
    Institutions    ray
    Institutions    ray
    Institutions    NG
    Institutions    fraction
    Institutions    ray
    Institutions    right
    Institutions    first
    Institutions    right
    Institutions    wedge
    Names    basil
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    first
    Institutions    home
    Institutions    right
    Names    Grant
    Names    Grant
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    mass
    Institutions    seen
    Institutions    mass
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    mass
    Names    Thus
    Names    Grant
    Institutions    mass
    Institutions    ray
    Institutions    right
    Institutions    right
    Names    Grant
    Institutions    home
    Names    Jude
    Institutions    factor
    Institutions    right
    Institutions    right
    Names    Grant
    Institutions    first
    Institutions    seen
    Institutions    stable
    Institutions    HOME
    Institutions    FRACTION
    Institutions    RIGHT
    Institutions    STABLE
    PrivateDictionary    UNIVERSITY
    Institutions    RAY
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Names    CONEY
    Institutions    stable
    Institutions    PO
    Institutions    stable
    Institutions    right
    PrivateDictionary    University
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    seen
    Institutions    right
    Institutions    levels
    Institutions    mass
    Institutions    mass
    Names    walker
    Institutions    right
    Institutions    home
    Institutions    right
    Institutions    p.o.
    Institutions    seen
    Institutions    pO2
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    seen
    Institutions    seen
    Institutions    right
    Institutions    right
    Institutions    MA
    PrivateDictionary    Huntington
    PrivateDictionary    University
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    levels
    Institutions    PO
    Institutions    PO
    Institutions    mass
    Institutions    mass
    Institutions    MASS
    Institutions    rule
    Institutions    seen
    Institutions    mass
    Institutions    mass
    Institutions    mass
    Institutions    p.o.
    Institutions    HOME
    Institutions    p.o.
    Institutions    ray
    Institutions    NG
    Institutions    right
    Institutions    right
    Institutions    home
    Names    MAREN
    Names    TOYA
    Institutions    mass
    Institutions    po
    Institutions    stable
    Institutions    ray
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    home
    Institutions    stable
    Institutions    CHABECHIRD
    Names    JA
    Institutions    fraction
    Institutions    right
    Institutions    fraction
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    right
    Institutions    fraction
    Institutions    p.o.
    Institutions    p.o.
    PrivateDictionary    Hancock
    Institutions    right
    Institutions    seen
    Institutions    stable
    Institutions    stable
    Institutions    right
    Institutions    mass
    Institutions    stable
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    wedge
    Institutions    right
    Institutions    right
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    Home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Names    ADA
    Institutions    first
    Institutions    Stable
    Institutions    stable
    Institutions    Right
    Institutions    right
    Institutions    seen
    Institutions    rule
    Institutions    first
    Names    Mallory
    Names    Weiss
    Institutions    rule
    Institutions    ray
    Institutions    po
    Institutions    Stable
    Institutions    first
    Institutions    mass
    Institutions    mass
    Institutions    seen
    Institutions    mass
    Institutions    mass
    Institutions    mass
    Institutions    levels
    Institutions    right
    Institutions    right
    Names    amina
    Institutions    mass
    Names    Erica
    Institutions    po
    Institutions    first
    Institutions    fields
    Institutions    stable
    Institutions    right
    Institutions    right
    Institutions    MEMORIAL
    Institutions    right
    Institutions    right
    Institutions    ray
    Institutions    ray
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    seen
    Institutions    Ray
    Institutions    seen
    Institutions    fields
    Institutions    right
    Institutions    Ray
    Institutions    LIST
    Institutions    home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    fraction
    Institutions    right
    PrivateDictionary    University
    Institutions    ray
    Institutions    ray
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    fraction
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    home
    Institutions    home
    Institutions    PO
    Institutions    home
    Names    Blakemore
    PrivateDictionary    University
    Institutions    stable
    Institutions    stable
    Institutions    home
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    rule
    Institutions    mass
    Names    Campa
    Institutions    Memorial
    PrivateDictionary    University
    Institutions    stable
    Names    Campa
    Institutions    Memorial
    Institutions    Right
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    first
    Institutions    stable
    Institutions    home
    Institutions    home
    Institutions    stable
    Institutions    seen
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    home
    Institutions    home
    Institutions    Right
    Institutions    mass
    Institutions    right
    Institutions    right
    PrivateDictionary    University
    PrivateDictionary    UNIVERSITY
    Institutions    p.o.
    Institutions    mass
    Institutions    seen
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    home
    Institutions    stable
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    stable
    Institutions    ray
    Institutions    right
    Institutions    home
    Institutions    MASS
    Institutions    mass
    Names    vera
    Institutions    seen
    Institutions    mass
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    ray
    Institutions    right
    Institutions    ray
    Institutions    ray
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    ray
    Institutions    levels
    Institutions    para
    Institutions    mass
    Institutions    right
    Institutions    fraction
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    seen
    PrivateDictionary    University
    Institutions    home
    Institutions    stable
    Institutions    fields
    Institutions    right
    Institutions    stable
    Institutions    right
    Institutions    ray
    Institutions    po
    Institutions    ray
    Institutions    right
    Institutions    ray
    Institutions    ray
    Institutions    ray
    Institutions    right
    Institutions    ray
    Institutions    ray
    Institutions    stable
    PrivateDictionary    University
    Institutions    RULE
    Institutions    pO2
    Institutions    fraction
    Institutions    RIGHT
    Institutions    UNION
    Institutions    right
    Institutions    home
    Institutions    right
    PrivateDictionary    University
    Institutions    Memorial
    PrivateDictionary    University
    Institutions    stable
    Institutions    stable
    Institutions    right
    Institutions    home
    Institutions    po
    Names    Kay
    Institutions    MEMORIAL
    Names    GRAVIS
    Institutions    Memorial
    Institutions    Memorial
    Institutions    ray
    Institutions    fraction
    Institutions    medicine
    Institutions    p.o.
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    Po
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Names    lan
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    right
    Institutions    right
    Names    Lupus
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    seen
    Institutions    right
    Institutions    stable
    Institutions    home
    Institutions    PO
    PrivateDictionary    University
    Institutions    fraction
    Institutions    right
    Institutions    home
    PrivateDictionary    University
    Institutions    ray
    Institutions    right
    Institutions    mass
    Institutions    home
    Institutions    Right
    Institutions    carbon
    Institutions    stable
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Names    Kay
    Institutions    po
    Institutions    MEDICINE
    PrivateDictionary    UNIVERSITY
    Names    Luther
    Names    King
    Institutions    right
    Institutions    right
    Institutions    right
    Names    cook
    Names    grammer
    Institutions    p.o.
    Institutions    p.o.
    Institutions    little
    Institutions    right
    Institutions    home
    PrivateDictionary    University
    Institutions    fraction
    Institutions    po
    Institutions    right
    Institutions    ray
    Institutions    right
    Institutions    stable
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    stable
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    shock
    Institutions    home
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    levels
    PrivateDictionary    University
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    home
    Institutions    stable
    Institutions    stable
    Institutions    ray
    Institutions    right
    Institutions    right
    Institutions    Right
    Institutions    right
    Institutions    first
    Names    Mallory
    Names    Weiss
    Institutions    po.
    Institutions    ray
    Institutions    Home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Names    walker
    Institutions    PO
    Institutions    AG
    Institutions    AG
    Institutions    home
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    p.o.
    Institutions    p.o.
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    less
    Institutions    stable
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    Stable
    Institutions    home
    Institutions    right
    Institutions    stable
    Institutions    ray
    Institutions    fields
    Institutions    po
    Institutions    seen
    Institutions    right
    Institutions    home
    Institutions    stable
    Institutions    p.o.
    Institutions    Ray
    Institutions    first
    Names    TIPPS
    Institutions    list
    Institutions    home
    Institutions    levels
    Institutions    seen
    Institutions    mass
    Institutions    p.o.
    Institutions    ray
    Names    walker
    Institutions    right
    Institutions    right
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    wedge
    Institutions    ray
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    fraction
    Institutions    stable
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    stable
    Institutions    Stable
    Institutions    mass
    PrivateDictionary    University
    Institutions    seen
    Institutions    home
    Institutions    po
    Institutions    ray
    Institutions    right
    Institutions    stable
    Institutions    right
    Institutions    mass
    Institutions    right
    Institutions    mass
    Institutions    seen
    Institutions    po
    Institutions    right
    Institutions    first
    Institutions    home
    Institutions    stable
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    Institutions    po
    PrivateDictionary    UNIVERSITY
    Institutions    ray
    Institutions    fraction
    Institutions    ng
    Institutions    right
    Institutions    seen
    PrivateDictionary    University
    Names    Campa
    Institutions    Memorial
    Institutions    seen
    Names    Campa
    Institutions    Memorial
    Institutions    mass
    Institutions    right
    Institutions    right
    Institutions    rule
    Institutions    stable
    Institutions    po
    Institutions    home
    PrivateDictionary    University
    Institutions    p.o.
    Institutions    stable
    Institutions    p.o.
    Institutions    RIGHT
    Institutions    center
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    ray
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    Home
    Institutions    home
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    ray
    Institutions    seen
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    seen
    Institutions    right
    Names    Greenfield
    Institutions    po.
    Institutions    po.
    Institutions    po.
    Institutions    right
    Institutions    fraction
    Institutions    right
    Institutions    seen
    Institutions    seen
    Institutions    ray
    Institutions    po.
    Institutions    po.
    Institutions    po.
    Institutions    po.
    PrivateDictionary    University
    Institutions    Medicine
    Institutions    stable
    Institutions    right
    Institutions    first
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    stable
    Institutions    fraction
    Institutions    right
    Institutions    stable
    Institutions    home
    Institutions    right
    Institutions    right
    Institutions    p.o.
    Institutions    first
    Institutions    p.o.
    Names    Len
    PrivateDictionary    University
    Institutions    Rays
    Institutions    fields
    Institutions    Rays
    Institutions    stable
    Institutions    first
    Institutions    stable
    PrivateDictionary    University
    Institutions    para
    Institutions    right
    Names    Pfannenstiel
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    p.o.
    Institutions    mass
    Institutions    seen
    Institutions    first
    Institutions    PO2
    Institutions    ray
    Institutions    PO
    Institutions    home
    Institutions    stable
    Institutions    right
    Institutions    mass
    Institutions    right
    Institutions    PO
    Institutions    PO
    Institutions    right
    Institutions    right
    Institutions    home
    Institutions    less
    Institutions    po
    Institutions    po
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    ray
    Institutions    right
    Institutions    little
    Institutions    less
    PrivateDictionary    University
    Names    Thus
    Institutions    LITTLE
    Institutions    p.o.
    Institutions    little
    Institutions    little
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    seen
    Names    walker
    Institutions    right
    Institutions    seen
    Institutions    right
    Institutions    right
    Institutions    home
    Institutions    p.o.
    Institutions    home
    Institutions    p.o.
    Institutions    Right
    Institutions    less
    Names    Jackson
    Names    Pratt
    Institutions    mass
    Names    Jackson
    Names    Pratt
    Institutions    right
    Institutions    right
    Institutions    mass
    Institutions    right
    Institutions    ray
    Institutions    levels
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    stable
    Institutions    right
    Institutions    home
    Institutions    Right
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    PO
    Institutions    wedge
    Institutions    seen
    Institutions    right
    Institutions    seen
    Institutions    fraction
    Institutions    stable
    Institutions    home
    Institutions    Home
    Institutions    right
    Institutions    right
    Institutions    seen
    Institutions    fraction
    Institutions    ray
    Institutions    vessels
    Institutions    mass
    Institutions    ray
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    ray
    PrivateDictionary    University
    Names    ori
    Institutions    less
    Institutions    ray
    PrivateDictionary    University
    Names    Hiter
    Institutions    right
    Institutions    ray
    Institutions    stable
    PrivateDictionary    University
    Institutions    stable
    Names    WOOD
    Institutions    Right
    Institutions    right
    Institutions    right
    Institutions    right
    Institutions    fields
    Institutions    seen
    Institutions    stable
    Institutions    NG
    Institutions    NG
    Institutions    NG
